text,score
"Aplikasi TOKPED saya ko tdk bisa kebuka,saya susah tracking pengiriman orderan saya sdh sampai mana.mohon di tindak lanjut kan.terima kasih",1
simpel gak ribet,5
baik,5
ok,4
"bagus untuk pengguna baru, tapi kalo bisa jgn di kurangin diskon pengguna baru nya min",5
"Akun keluar sendiri gk ngapa""in mana masuknya ribet gk kyk si oren, emng b/\bi toketpedia",1
joss sangat bermanfaat,5
"Udah dibayar malah kaga sampe, evaluasi kurir nakal",1
bagus,5
Kok setelah di update malah jd gak bs dibuka ya??,5
tokopedia itu buat saya cukup mudah dalam pencarian produk dan sllu memuaskan pokonya👍👍👍👍,5
"tempat belanja yang nyaman,.. semua produk ada, fiturnya mudah",5
Terdapat kendala ( gagal memuat halaman ) saat membuka beberapa fitur seperti fitur gift card / redeem gift card,1
baguss,5
sinyal langsung leg,2
Mantap,5
Mantap Tokopedia 👍👍👍👍👍,5
Pindah shopee gaiss. Udah gada gratis ongkir,2
Customer carenya tidak care dan lelet,1
"Hampir sering selalu nya belanja di tokped, mudah & cukup lengkap. Sementara ini dulu, nanti rating kembali",5
sangat puas,5
keren,5
"Tokopedia sangat tidak di rekomendasikan buat memesan sesuatu barang apapun, karna setiap saya pesan barang selalu lama sampainya, dan kadang juga barang tidak sampai ke saya, karna setiap pesanan kurir selalu mengirim barang dan meletakkan barang di halaman rumah saya tanpa mengabari menelpon atau chat saya, karna itu barang pesanan saya selalu hilang, tapi setiap barang hilang saya buat laporan tidak menerima pesanan Tokopedia tidak pernah merespon🫡🫡🫡",1
Yuhuy,5
Oke,5
bagus,5
"sangat bisa diandalkan, bebas ongkir nya 👍",5
Habis di update malah putih doang kagak bisa di buka dari tadi kenapa ya?,2
"Live chat ampas, isi bot no respon",1
Aplikasinya lemott,3
Mau belanja malah screen nya putih lama banget,1
keren abis,5
bagus,5
"Note buat tokped banget ini, jangan dikit2 harus update kalo enggak di update, ga bisa di akses app nya kek apa banget plis",1
Aplikasinya berat,1
"Mending beli di tiktok ajh pengiriman cepet daripada di tokopedia, pengiriman 1 Minggu baru nyampe 👎👎👎👎👎",1
Mantap,5
"Yang belum download tokopedia jangan download ntat nyesel , mending ke shope aja , tokopedia aplikasi sampah uang saya hilang di aplikasi ini",1
bintang sja yg bicara,5
"ini kita mau ganti nomor ribet sekali, lagi diminta kode verifikasi dari nomor lama, itu nomor lama sudah tidak bisa diakses (tidak aktif wa maupun telepon) bagimna itu kode verifikasi mau dikirim kesitu yah tidak bisa lah. terus kalo pesananku mau diantar kurir mau chat dinomor yang sudah tidak akfif???. sedangkan kita mau ganti nomor saja tidak bisa, dipikir lagi itu admin jangan cmn alasana keaman terus disini yang susah.",1
mantp,4
Lemot aplikasi ga jelas mau komplain aja susah menuh2 in sampah doangg,1
Tolong kembalikan fasilitas seperti dahulu. Pembayaran bisa diakumulasi. Coin tidak bisa digabung dengan pembayaran lain. Yang dahulu bisa makin update makin hilang.,4
mantap,5
Kasih diskon 700.000 dong,5
🥰🥰🥰,5
mantapp 🔥,5
Sangat disayanginkan Tokopedia banyak yang jualan rokok ilegal,1
"Banyak error, akun baru checkout dibatalkan kalau pake promo.",1
mantap toped,5
"Di zenfona Max Pro M1 aplikasi ga bisa buka, close terus kenapa ya?",1
Oke,5
Semogah aplikasinya bagus,4
Tolong sistemnya di perbaiki lagi. Biar gak bikin bingung orang aja. Proses ribet lelet pula. Gmna yang mau pake online shop lokal kalo gini banget sistemnya,2
Paling is the best,5
Good good best of the best,5
mantap....,5
top,5
Promo sudah sesuai tapi belanja nya di batalkan sistem yang kasih promo kan dari apps Tokopedia nya tapi konsumen yang d rugikan,3
cepat sekali memproses orderan,5
"Parah dan menyedihkan, nggak mampu menangani seller - seller nakal",1
Aman Cepat berkualitas,5
"LAMAAAAAAAAAAA SAMPENYA PESEN DISINI. 3 HARI BARANG DIEM DI JAKARTA. ""REKOMENDASI PENGIRIMNYA BAGUS BANGET"". BEDA SAMA SEBELAH. BARANG SUDAH SAMPE PESEN DIHARI YANG SAMA.",1
"Buruk banget, sistem sangat jelek, dapat harga promo malah di batalin otomatis, sampai 2 kali lagi. mau beli barang sudah bayar eh malah status masih belum bayar. terus beli barang pakai voucher tapi seller gak kirim kirim sampai waktu habis voucher yang di pakai tidak balik, stress emang ini aplikasi jeleknya minta ampun pembeli banyak ruginya karena sistem yang buruk",1
"Tokopedia care tidak ada gunanya. Angkuh dan arogan. Itu sudah aku katakan, Tokopedia care tidak berguna. Eh, malah diminta sampaikan kritik dan saran melalui Tokopedia care. Ngakak...",1
"Dana pengembalian terpotong, klaim ongkir ga ada. Nipu",1
mantap,4
"skrg tokopedia jrg bgt ada diskon,sekalinya dpt diskon di batalkan sistem.dlu pengguna baru pasti ada diskon skrg ngak ada sama sekali ayo dong bikin kayak dlu lg:)",2
bagus,5
keren,5
Biar bintang saja yang berbicara.,1
Perekonomian dll,5
"Tidak ada layanan pertanggung jawaban, habis kena penipuan tapi tidak ada layanan yg bisa di perjelaskan.",1
"Pusat resolusi terlalu berpihak kepada penjual, penyelesaian komplain barang sangat lama dan dari pihak tokopedia sangat tidak memikirkan efisiensi waktu",1
"aplikasi gajelas, paket sering terlambat beberapa hari, mending di apk oren (shoppe) lebih murah dan lebih cepat tidak perlu menunggu lama. nyesel gw beli disini, sudah 3 hari paket gw belum sampe, padahal estimasi paling lama 2 hari. mana gabisa di batalin. gw udah ga mood pake apk ini",1
Pelayanan Tokopedia care tdak dpat membantu menemukan solusi yg terbaik dr komplenan sya & cenderung menghindari tanggung jawab.,2
praktis dan cepat,4
jos,5
barang nya mahal mahal,1
Diskon hilang saat pesanan dibatalkan oleh sistem,1
Suruh tautkan akun gopay biar dapet promo setelah di tautkan malah hilang promonya tanya cs jawabnya ga nyambung,1
min tolong bagaimana saya mengajukan tokped card padahal saya sudab tanda tangan digital tetapi di aplikasi tetap muncul suruh tanda tangan lagi tolong di perbarui min,4
"APLIKASI NYA BAGUS SEMENJAK ADA GOPAYLATER JADI GA GUNA, NAWARIN TERUS! BERISIK",1
"Bagus tp kenapa hpku gak bisa menginstal pdhl sudah kucoba berkali2, semua apl bisa tp yNg satu ini kok gk bs, ada solusi nggak?",5
baguss bgt,5
no comment,5
min gimana sih ini paket udah mau terlambat 1 minggu belum sampe juga... ajukan komplen gak ada titik temu apk apaan ini???,1
mantabss tokopedia sukses dan terimakasih,5
Selalu penuh kejutan😁😁😁 sukses selalu tokopedia,5
thankyou Tokopedia..smga semua toko amanah,5
saya tidak suka karna belanja tiba2 di cancel otomatis by sistem,1
Ukuran aplikasi terlalu besar,1
Dede Tazkia Aldi Sulaeman mantap toped skrg bnyak discoun nya.,5
Opsional,4
"Hadehhh Beli Barang Malah Kena Tipu , Semisal 50k Ga Masalah Lah Ini 300K Bjierrr , Tolong Min Bila Ad Pengajuan Di Tindak Cepat , Tujukan Fast Respon Mu 🙏",2
"Kurir ID Express gak guna njir, beli disini pake itu kurir sering banget missroute paket gua, coba bebas ongkir lu kayak oren bisa pilih kurir, pasti lebih better.",1
aplikasi terbaik,5
"mantap,.. luar biasa, sukses terus toko pedia",5
Bagus banyak promo saya sukaa sekali love u,4
E-commerce pengiriman paling lambat sedunia👎🏻,1
"Mulai gajelas semenjak pakai kurir rekomendasi, 3x paket stuck, yg tadinya 2hari sampai pakai jnt jadi mundur sampai 10hari pakai kurir rekomendasi babi bintang 1 dulu mau uninstall pindah ke apk sebelah aja bikin emosi",1
"Kebanyakan gangguan,mau aktifkan dana biar bisa baya malah gangguan di rumah Tokopedia",4
toko pedis bagus untuk belanja,4
Promo banyak yg tidak bisa pengembalian dana ke kartu debit lama jadi males,1
.okezSelamat siang Mbak. Saya Tuti Setiawati Nik. 601608 minta tolong kirimin jadwal praktek dokter bulan Sepyember 2024 Terimakasih sebelumnyaPALEM RAHMANI TOWNHOUSE A1 JL. PALEM RT.002 RW.011 KEL. RENGAS CIPUTAT TIMUR TANGERANG SELATANdiabetis.darah tinggi.kolesterolSelamat siang Mbak. Saya Tuti Setiawati Nik. 601608 minta tolong kirimin jadwal praktek dokter bulan Sepyember 2024 Terimakasih sebelumnya,5
Mudah meriah,4
oke sangat baik,4
lumayan,3
Kupon tidak bisa dipakai saat barang promo.. nyesek sih 😂,3
Saya tidak bisa daftar,2
terima kasih tokopedia,5
sering dibatalkan sistem dna saldo biaya penanganan hilang,1
"i like it! thank u Tokopedia, semoga kedepannya ada lebih banyak promo lagi yaa, wkwk",5
"Maaf kupon sekarang minim sekali dan juga sering batal otomatis karena tidak sesuai ketentuan diskon 50% juga hampir tidak pernah ada sudah sangat langka,jikalau tidak berubah saya akan belanja di aplikasi lain,teman2 penghuni kost juga bnyak yg mengeluh 1 alamat hingga kupon bnyak batal...tidak menutup kemungkinan bnyak yg pindah ke aplikasi lain...semoga tokopedia seperti dulu lagi...",2
Saldo saya ditahan. Tokopedia meminta fata diri dan bukti transaksi juga sudah sy berikan. Dan akun saya malah dinonaktifkan.,1
"Belanja disini gak kaya belanja disono. Transaksi lbh sering dibatalkan sistem atau penjual,apalagi kalo lg ada promo udah gitu di prosesnya lama. Kirain saya doang,ternyata nanya ke sodara juga katanya begitu.",2
ok,5
bagus,5
"Verifikasi data gagal terus,padahal akun sdh sesuai",3
"Update review: Tiap mau update Tokopedia, yang ada malah force close ketika download. Tolong diperbaiki.",3
"katanya setelah aktifin paylatter dapee voucher, tapi kok gaada, berasa penipuan",1
"Guys, kalau ga yakin beli barang jgn pakai model transfer virtual account. Kalau batal beli tuh lama banget nungguin balik duitnya, dan kepotong 1rb. Bisa 2 harian.",1
Harus update terus ribet,1
sangat bagus dan nyaman,5
Ribettt prahh...ribet bgt...hufff Dsruhh buat pin nya ..susah bgtt ..Uda 1000001111 × prcobaaa gagal tross ( token TDK valid) ..stress stress...pdhal yg atur pin in kan kita sndiri ( pin kita ) BKN untuk Tokopedia juancokkkk,1
trimakasih tokopedia,5
"dana tidak dikembalikan ,sedangkan saya tidak menerima barangnya alias hilang dijalan ,nominalnya juga tidak sedikit ... parah!!!",1
Mantap,5
semoga amah dan tika mengecewak pelanggan suskses terus buat tokopedia,5
Perkembangan yang sangat baik,5
mudah dan cepat,5
ok,5
Ok,5
"kenapa pesanan saya selalu dibatalkan sistem terus, kalo pihak tokopedia selalu membatalkan sepihak begini,buat apaa bikin voucher diskonn ,anehh bgtt !!!!",1
Beli token listrik lama banget prosesnya,2
Aplikasi sangat tidak recomend...pengiriman lambat..,1
"Setelah diperbaharui, malah tidak bisa/ tidak ada pilihan menggunakan pembayaran gopay later, padahal sebelumnya bisa dan lancar, tolong di bantu",3
ONLINE SHOP TER-,1
"Tokopedia website Sekarang tidak bisa pakai promo tidak seperti dulu, produk produk banyak di batasi di android makin buruk sekarang",1
"Narang bener bener bagus,cuma ongkir nya itu",4
Aplikasi nya membantu belanja saya jadi tidak perlu jauh-jauh ke pasar terimakasih Tokopedia,5
mf bintang nya diturunkan performa pengiriman nya super lambat... jauh dari estimasi...klo nanti order lagi tolong lah jangan pake sicepot......bikin kapok..,2
bgus bngt ciiii,4
Bagus,5
Ok,5
mantap puas belanja di Tokopedia,5
saya percaya,5
mantap,5
Good,5
Toped ok,5
"Kenapa Kalau beli barang via COD harga total di aplikasi selalu berbeda ketika paket datang? contoh total Harga di aplikasi sudah termasuk biaya bayar di tempat Rp11.427 ketika paket datang jadi Rp12.00 harus nambah Rp573 padahal saya sudah siapkan Rp11.500 kan cukup, memang selisih tidak besar tidak buat saya rugi tapi saya seperti merasa di tipu sistem COD, coba lah total harga nya di pastikan sama di aplikasi dan ketika paket COD datang supaya tidak ada kesalahpahaman.",4
Bagus,5
mantap,5
Tidak menyusahkan konsumen,5
"Keren, Banyak Promo",5
👍🏻,5
mantap,5
Kenapa kalau pakai kurir rekomendasi terlalu lambat,3
Diskon tidak bisa digunakan aneh sekali,1
jos,5
"Semakin lama semakin gak bener ini aplikasi. Mau program guncang kek, apa kek, saya gak pernah sekalipun dapet. Padahal saya user cukup lama. Dan akhir2 saya gak bisa hapus chat. Disuruh ke Tokopedia Care. Selesai? Oo tentu tidak. Sejak kapan Tokopedia Care Solutif? Dan saya yakin bukan saya saja yang mengeluhkan hal yg sama. Parah lah pokoknya.",2
Bagus sih apk tapi ongkir diapk ini mahal nn,3
Tokopedia pusat pembelanja terpercaya 🥰🥰🥰,5
sangat bagus dan cepat,4
OK,5
"semoga sllu bebas ongkir, dan harganya terjangkau",5
aplikasinya mudah digunakan dan sangat informatif,5
patner j&t pengiriman tidak niat,1
mantap,5
"Udh beberapa hari ini susah bngd untuk pengiriman instan, driver selalu cancel.",2
Sudah pesan pakai promo sudah bayar di batalkan sistem promonya hangus apl karepedewe,1
keren,5
Semoga selalu terbaik dan bisa memperbaiki kekurangannya,5
Ribetnya minta ampun kaga bisa nyatu saldonya bangke ga bisa top up langsung lagi fakk kata gua mahh,1
Jarang ada diskon,1
kenapa ya sekarang mau ambil cicilan di tokped 3bulan saja gk bisa 12bulan lagi,5
Jangan pake aplikasi ini kalo retur paket di susahin,1
mantap,1
murah dan irit,5
sangat baik,5
mantap,5
Mantap,4
Banyak keluhan dari kemarin. Minta kurir pick up lm bgt dan gagal terus.,1
Ok..sipppp,5
baguss,5
Memaju negara,5
sangat bagus,5
"sangat membantu saya, terimakasih toko pedia",5
"kecewa, kemarin beli barang udah bayar tapi belum di verifikasi, langsung uninstall aja",1
"Sebagai pengguna lama,Tokopedia sungguh mengecewakan giliran ada kehingan barang Tokopedia saling lempar tanggung jawab,jdi gak recommended Tokopedia buat beli barang yg mahal dan asuransi pun gak work it karena cuman mencangkup barang rusak saat pengiriman jadi tidak untuk barang hilang/di rampok,initnya Tokopedia mengecewakan",1
"Proses penyelesaian masalah nya lambat. Transaksi tiba-tiba dibatalkan, dana di tahan tanpa konfirmasi.",3
Sekarang Tokopedia Pelayanan nya lambat kecewa sama respon pelayanannya,1
oke,4
Ok.mantap,5
aplikasi online shop terbaik real,5
awaaaaaaaaaaaaa,5
Sangat jelek pelayanan di sini,1
awesome,5
vocer tidak berfungsi cuma di pakai buat narik pelanggan baru,1
bagus,4
sangat sangatlah gacor promonya🥰,4
enak cepet banget dapat barang yg saya mau,5
"Tokopedia memang yang terbaik, sukses selalu Tokopedia...",5
Saya sudah bayar belanjaan saya tpi di batalkan sistem uang saya belum kembali ah bahaya ini apk nya. Lebih baik belanja dj Shopee atau lazada gais. Gak iya ini apk nya ini !!!! !!,1
Mantap toko pedia 👍,5
terimakasih toko pedia sebagai pendatang baru saya merasa diberikan kemudahan baik dari segi barang2 berkualitas ataupun diskon dan promo yg luar biasa mantap,5
terbaik,5
BAIK,5
mantap,5
joss bangt,5
mantab,5
mantap,5
Alus ey,5
suka bangett sama toko nya banyak promo nya mantap deh,5
"Kecewa, ngajuin komplain tapi solusi yang di kasih ga sesuai sama yang di ajukan di awal. Udah gitu prosesnya ribet kurir ga pick up2 padahal sudah 2hr di tungguin, mungkin masih bisa maklum kena bisa jadi salah ekspedisinya. Tapi ini udh komplain dan mengikuti prosedur hasilnya zonk buang2 waktu kena ga sesuai. Harusnya tokped bisa lebih baik si dalam menangani komplain, kalo pembeli dan penjual kekeh mempertahankan maka harus di investigasi kemudian pihak tokopedia yang mengambil keputusan",1
"Kalo pesen paket diaplikasi ini selalu lama datengnya. Apalagi kalo pake kurir rekomendasi,beda banget sama shopee wkwk",1
Tolong pada pemilik ini jangan biar kan penipuan menjual di tokopedia kalo nipu nya seharga 100 gak apa masalah nya nipu seharga 800 rb barang rusak,1
Dari dulu pake tokped tapi sekarang malah lama pengiriman paketnya update pemberitahuan pengiriman juga telat terus.,2
baik,5
"tolong untuk fitur cod bisa dibenahi, karena tidak bisa dipakai, udah di apa""in tetep aja tidak bisa, dan saya belum pernah membatalkan pesanan juga, tolong di benahi",3
"Saya baru pakai toko pedia,semoga semoga tokonya selalu amanah,Aamin yarabbal Aalamin.",5
sangat bagus aplikasinya🥰,3
TOKOPEDIA MULAI MENURUN . Karena kesalahan KURIR. Kurirs sering telat pickup.terutama kurir rekomendasi sehingga merugikan Penjual.karena yang disalahkan penjual. Padahal barang paket sudah siap saat pembeli Order.,3
sangat bermanfaat sekali.suka bgt,5
saya kalo mau pesen dibatalin mulu padahal udah sesuai syarat ketentuan 3× dibatalin maksud nya apaansi ga jelas,1
"Hasil penjualan dipotong biaya power merchant. Sekarang selalu error tidak bisa hapus chat, hari ini chat2 seller lain yang sebelum2nya sudah berhasil dihapus malah muncul dan tidak bisa dihapus",1
Dana return atau dana pengembalian lama proses nya,1
"Sampah,, tokopedia carenya saja ga ada respon",1
hemat..karena terlalu banyak discountnya,5
Ini knapa ga bisa di update min,5
oke bgt,5
promonya boongan,2
Sangat membantu potongan harganya,5
Tong toko pedia kerja sma nya bebas ongkir soalnya di toko online lain udah ada masa ia toko vaporit saya blom 🙏,4
Gak enak untuk bahan pokok gak bisa COD,1
"Mantap, Lancar",5
Kereeen,5
banyak diskon mantep,5
pada mahal trus diskonnya kaya ga ada bedanya,1
ok lah,4
"perdana,,brang belum sampai",3
Paket sampai lama banget,1
kalo bisa setiap pembelanjaan dpt poin yg bsa ditukar nanti saat belanja selanjutnya jadi diskon,5
Pengiriman lambat,1
"memuaskan balanja di sini, apalagi penggunaan baru😍❤",5
Coba pengalaman pertama,5
Mantapzzz,5
"sudah lama langganan tokped, sejauh ini bagiku ini yg terbaik, cuma satu kendalanya dan ini bagiku paling fatal sebagai konsumen, yaitu kurir rekomendasi SiCepat yang aslinya silambat lemot gak guna, beli barang asal kalo rekomendasinya dapat si cepat sudah pasti barang bakal nginep digerai berhari hari, emang busuk kali pelayanan dari sicepat alias silemot ini, mending tokped hapus aja kerjasama sama sicepat bin lambat ini.",5
baikkk bagusss,5
mantaap,5
puas sekali 👍👍👍,5
good,4
punya saldo tp gk bs dipake gara2 bi cheking galbay sekalian aja apa,1
mantap,5
"Tokopedia sekarang penipu bro, barang yang pakai asuransi pengiriman dan kalau diretur dijemput tokopedia itu semua BOHONG!!! Saya punya bukti sangat lengksp Saran pakai lzd ga pakai tipu2 balikin gampang tanpa syarat barang dijemput beneran ga jebakan batman kaya TOKOPEDIA !!",1
